seguridad.fecha_hecho;seguridad.cantidad;seguridad.latitud;seguridad.longitud;seguridad.sexo;seguridad.edad;seguridad.estado_civil;seguridad.grupo_actor;seguridad.actividad_delictiva;seguridad.parentesco;seguridad.ocupacion;seguridad.discapacidad;seguridad.grupo_especial;seguridad.medio_transporte;seguridad.nivel_academico;seguridad.testigo;seguridad.conducta;seguridad.modalidad;seguridad.caracterizacion;seguridad.conducta_especial;seguridad.arma_medio;seguridad.articulo_penal;seguridad.categoria_penal;seguridad.nombre_barrio;seguridad.codigo_barrio;seguridad.codigo_comuna;seguridad.lugar;seguridad.sede_receptora;seguridad.bien;seguridad.categoria_bien;seguridad.grupo_bien;seguridad.modelo;seguridad.color;seguridad.permiso;seguridad.unidad_medida
2015-02-09 21:00:00;1.0;6.27360400000;-75.58196700000;Mujer;38;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Ama de casa;Sin dato;Sin dato;Sin dato;Bachillerato;0;reincidencia violencia intrafamiliar;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;B. Cerro el Volador;#0702;7;Residencia;Comisaría 7 - comuna siete;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-02-10 11:00:00;1.0;6.30898700000;-75.57383100000;Mujer;24;Soltero(a);Sin dato;Sin dato;Sin dato;Estudiante;Sin dato;Sin dato;Sin dato;Universitario;1;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Santander;#0601;6;Residencia;Comisaría 6 - 12 de octubre;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-02-11 12:00:00;1.0;NaN;NaN;Mujer;54;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Pensionado/jubilado;Sin dato;Sin dato;Sin dato;Primaria;1;reincidencia violencia intrafamiliar;Física;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Doce de Octubre No.1;#0602;6;Residencia;Comisaría 6 - 12 de octubre;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-02-14 10:00:00;1.0;6.30478300000;-75.57129200000;Mujer;18;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Ama de casa;Sin dato;Sin dato;Sin dato;Primaria;1;reincidencia violencia intrafamiliar;Física;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Pedregal;#0604;6;Residencia;Inspección 7b - robledo el diamante;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-02-14 02:00:00;1.0;6.29553100000;-75.54015800000;Mujer;31;Soltero(a);Sin dato;Sin dato;Sin dato;Ama de casa;Sin dato;Sin dato;Sin dato;Primaria;1;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Santo Domingo Savio No.2;#0102;1;Residencia;Comisaría 1 - comuna uno;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-02-15 20:00:00;1.0;NaN;NaN;Mujer;22;Casado(a);Sin dato;Sin dato;Sin dato;Ama de casa;Sin dato;Sin dato;Sin dato;Bachillerato;0;reincidencia violencia intrafamiliar;Física;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato 60 San Cristobal;SIN DATO 60 SAN CRISTOBAL;60;Residencia;Comisaría san cristobal;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-02-15 19:00:00;1.0;NaN;NaN;Mujer;29;Soltero(a);Sin dato;Sin dato;Sin dato;Cajero;Sin dato;Sin dato;Sin dato;Bachillerato;1;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Comisaría 16 - belén;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-02-15 20:00:00;1.0;6.29233800000;-75.58368600000;Mujer;50;Divorciado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Técnica;1;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Picacho;#0608;6;Residencia;Comisaría 6 - 12 de octubre;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-02-19 15:00:00;1.0;6.23889500000;-75.58300600000;Mujer;57;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Técnica;1;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Cerro Nutibara;#1621;16;Residencia;Permanencia 3 belen;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-02-21 21:00:00;1.0;6.24588700000;-75.54332700000;Mujer;23;Soltero(a);Sin dato;Sin dato;Sin dato;Auxiliar de aseo;Sin dato;Sin dato;Sin dato;Bachillerato;1;reincidencia violencia intrafamiliar;Física;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;El Pinal;#0810;8;Residencia;Comisaría 8 - villa hermosa;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-02-22 12:00:00;1.0;6.29091900000;-75.55104400000;Mujer;26;Soltero(a);Sin dato;Sin dato;Sin dato;Ama de casa;Sin dato;Sin dato;Sin dato;Primaria;0;reincidencia violencia intrafamiliar;Física;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Moscú No.2;#0105;1;Residencia;Comisaría 1 - comuna uno;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-02-22 08:00:00;1.0;6.22406600000;-75.58263500000;Hombre;35;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Bachillerato;0;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Santa Fé;#1504;15;Residencia;Comisaría 15 - guayabal;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-02-23 22:00:00;1.0;6.27675700000;-75.55219300000;Mujer;32;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Secretario(a);Sin dato;Sin dato;Sin dato;Técnica;1;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Campo Valdés No.2;#0303;3;Residencia;Permanencia 1 el bosque;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-02-24 07:00:00;1.0;6.18704700000;-75.65727100000;Mujer;24;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Bachillerato;0;reincidencia violencia intrafamiliar;Maltrato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Área Urbana Cgto. San Antonio de Prado;#AUC2;80;Residencia;Comisaría san antonio de prado;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-02-26 10:00:00;1.0;6.22546900000;-75.60692000000;Mujer;40;Casado(a);Sin dato;Sin dato;Sin dato;Ama de casa;Sin dato;Sin dato;Sin dato;Primaria;0;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Altavista;#1613;16;Residencia;Permanencia 3 belen;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-02-28 05:00:00;1.0;6.25653100000;-75.55705200000;Mujer;48;Casado(a);Sin dato;Sin dato;Sin dato;Enfermero(a);Sin dato;Sin dato;Sin dato;Universitario;1;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;San Miguel;#0803;8;Residencia;Permanencia 1 el bosque;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-01 03:00:00;1.0;6.17371800000;-75.65961100000;Mujer;42;Casado(a);Sin dato;Sin dato;Sin dato;Comerciante;Sin dato;Sin dato;Sin dato;Bachillerato;0;reincidencia violencia intrafamiliar;Física;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;La Florida S.A.P.;#8001;80;Residencia;Comisaría san antonio de prado;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-01 22:00:00;1.0;6.26672500000;-75.55637700000;Mujer;66;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Pensionado/jubilado;Sin dato;Sin dato;Sin dato;Primaria;1;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Arma cortopunzante;Sin dato;Sin dato;Manrique Central No.1;#0409;4;Residencia;Comisaría 4 - campo valdés;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-04 17:00:00;1.0;6.28779800000;-75.58544100000;Mujer;41;Casado(a);Sin dato;Sin dato;Sin dato;Ama de casa;Sin dato;Sin dato;Sin dato;Primaria;1;reincidencia violencia intrafamiliar;Física;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;El Diamante;#0711;7;Residencia;Comisaría 7 - comuna siete;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-05 11:00:00;1.0;6.26904100000;-75.60041400000;Mujer;23;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Independiente;Sin dato;Sin dato;Sin dato;Técnica;1;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Arma cortopunzante;Sin dato;Sin dato;Calasania Parte Alta;#1213;12;Residencia;Permanencia 1 el bosque;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-05 10:00:00;1.0;6.31092900000;-75.57622800000;Mujer;25;Soltero(a);Sin dato;Sin dato;Sin dato;Obrero;Sin dato;Sin dato;Sin dato;Primaria;1;reincidencia violencia intrafamiliar;Física;Sin dato;Sin dato;Arma cortopunzante;Sin dato;Sin dato;Doce de Octubre No.1;#0602;6;Residencia;Comisaría 6 - 12 de octubre;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-07 20:00:00;1.0;NaN;NaN;Mujer;37;Casado(a);Sin dato;Sin dato;Sin dato;Ama de casa;Sin dato;Sin dato;Sin dato;Bachillerato;1;reincidencia violencia intrafamiliar;Física;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato 60 San Cristobal;SIN DATO 60 SAN CRISTOBAL;60;Vía pública;Comisaría san cristobal;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-07 04:00:00;1.0;NaN;NaN;Mujer;38;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Operario;Sin dato;Sin dato;Sin dato;Primaria;1;reincidencia violencia intrafamiliar;Física;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Prado;#1001;10;Residencia;Permanencia 1 el bosque;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-07 03:00:00;1.0;NaN;NaN;Mujer;43;Casado(a);Sin dato;Sin dato;Sin dato;Ama de casa;Sin dato;Sin dato;Sin dato;Primaria;0;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Arma cortopunzante;Sin dato;Sin dato;San Antonio;#0814;8;Residencia;Comisaría san antonio de prado;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-07 00:00:00;1.0;6.27386100000;-75.63414000000;Mujer;56;Casado(a);Sin dato;Sin dato;Sin dato;Ama de casa;Sin dato;Sin dato;Sin dato;Bachillerato;1;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;La Loma;#6014;60;Residencia;Comisaría san cristobal;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-08 19:00:00;1.0;NaN;NaN;Mujer;32;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Bachillerato;1;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato 60 San Cristobal;SIN DATO 60 SAN CRISTOBAL;60;Vía pública;Comisaría san cristobal;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-10 08:00:00;1.0;6.28491200000;-75.54578400000;Mujer;37;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Ama de casa;Sin dato;Sin dato;Sin dato;Bachillerato;1;reincidencia violencia intrafamiliar;Maltrato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;La Salle;#0301;3;Residencia;Permanencia 1 el bosque;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-11 15:00:00;1.0;NaN;NaN;Mujer;32;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Vigilante empresa de seguridad;Sin dato;Sin dato;Sin dato;Técnica;1;reincidencia violencia intrafamiliar;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;San Antonio;#0814;8;Residencia;Comisaría san antonio de prado;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-12 19:00:00;1.0;6.22901600000;-75.58656400000;Mujer;55;Soltero(a);Sin dato;Sin dato;Sin dato;Ama de casa;Sin dato;Sin dato;Sin dato;Primaria;1;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Trinidad;#1503;15;Residencia;Comisaría 15 - guayabal;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-12 10:00:00;1.0;6.24711300000;-75.55031700000;Mujer;35;Soltero(a);Sin dato;Sin dato;Sin dato;Comunicador social/periodismo/relaciones públicas;Sin dato;Sin dato;Sin dato;Universitario;0;reincidencia violencia intrafamiliar;Física;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Enciso;#0808;8;Residencia;Permanencia 1 el bosque;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-13 16:00:00;1.0;6.27254700000;-75.59880200000;Mujer;24;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Primaria;1;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;El Pesebre;#1301;13;Puesto de trabajo;Permanencia 3 belen;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-13 06:00:00;1.0;6.29980000000;-75.57479100000;Hombre;59;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Primaria;1;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Pedregal;#0604;6;Residencia;Comisaría 6 - 12 de octubre;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-14 04:00:00;1.0;NaN;NaN;Mujer;30;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Bachillerato;1;reincidencia violencia intrafamiliar;Maltrato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato 60 San Cristobal;SIN DATO 60 SAN CRISTOBAL;60;Residencia;Comisaría san cristobal;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-14 00:00:00;1.0;NaN;NaN;Hombre;38;Casado(a);Sin dato;Sin dato;Sin dato;Conductor;Sin dato;Sin dato;Sin dato;Bachillerato;1;reincidencia violencia intrafamiliar;Física;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato 60 San Cristobal;SIN DATO 60 SAN CRISTOBAL;60;Residencia;Comisaría san cristobal;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-14 00:00:00;1.0;6.18280100000;-75.65945000000;Mujer;43;Casado(a);Sin dato;Sin dato;Sin dato;Ama de casa;Sin dato;Sin dato;Sin dato;Bachillerato;1;reincidencia violencia intrafamiliar;Física;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Área Urbana Cgto. San Antonio de Prado;#AUC2;80;Residencia;Comisaría san antonio de prado;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-15 00:00:00;1.0;NaN;NaN;Mujer;49;Soltero(a);Sin dato;Sin dato;Sin dato;Operario;Sin dato;Sin dato;Sin dato;Bachillerato;1;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato 60 San Cristobal;SIN DATO 60 SAN CRISTOBAL;60;Residencia;Comisaría san cristobal;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-15 13:00:00;1.0;6.29051200000;-75.54234700000;Mujer;65;Soltero(a);Sin dato;Sin dato;Sin dato;Ama de casa;Sin dato;Sin dato;Sin dato;Bachillerato;0;reincidencia violencia intrafamiliar;Física;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;La Esperanza No.2;#0110;1;Residencia;Permanencia 1 el bosque;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-16 09:00:00;1.0;6.27024400000;-75.54744700000;Mujer;71;Soltero(a);Sin dato;Sin dato;Sin dato;Pensionado/jubilado;Sin dato;Sin dato;Sin dato;Primaria;1;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;El Raizal;#0305;3;Residencia;Comisaría 3 - manrique;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-16 00:00:00;1.0;6.25396100000;-75.60760700000;Hombre;40;Soltero(a);Sin dato;Sin dato;Sin dato;Arquitecto;Sin dato;Sin dato;Sin dato;Universitario;1;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;El Danubio;#1207;12;Residencia;Comisaría 12 - santa mónica;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-16 22:00:00;1.0;6.20160900000;-75.59350400000;Mujer;21;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Técnica;1;reincidencia violencia intrafamiliar;Maltrato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;La Colina;#1511;15;Residencia;Comisaría 15 - guayabal;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-16 14:00:00;1.0;6.27657000000;-75.64092900000;Mujer;39;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Ama de casa;Sin dato;Sin dato;Sin dato;Primaria;1;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;La Palma S.C.;#6001;60;Residencia;Comisaría san cristobal;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-19 00:00:00;1.0;6.27954600000;-75.63895700000;Mujer;31;Casado(a);Sin dato;Sin dato;Sin dato;Independiente;Sin dato;Sin dato;Sin dato;Bachillerato;1;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Área Urbana Cgto. San Cristóbal;#AUC1;60;Puesto de trabajo;Comisaría san cristobal;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-20 13:00:00;1.0;6.28174800000;-75.54566400000;Mujer;21;Soltero(a);Sin dato;Sin dato;Sin dato;Ama de casa;Sin dato;Sin dato;Sin dato;Técnica;0;reincidencia violencia intrafamiliar;Maltrato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Las Granjas;#0302;3;Residencia;Comisaría 3 - manrique;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-21 10:00:00;1.0;6.27808500000;-75.59983100000;Mujer;23;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Cajero;Sin dato;Sin dato;Sin dato;Universitario;1;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Robledo;#0717;7;Residencia;Permanencia 1 el bosque;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-21 21:00:00;1.0;6.28058600000;-75.57598300000;Mujer;35;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Secretario(a);Sin dato;Sin dato;Sin dato;Técnica;1;reincidencia violencia intrafamiliar;Física;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Córdoba;#0709;7;Residencia;Comisaría de apoyo;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-22 16:00:00;1.0;6.19176900000;-75.57641800000;Mujer;43;Casado(a);Sin dato;Sin dato;Sin dato;Médico;Sin dato;Sin dato;Sin dato;Sin dato;0;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;El Castillo;#1414;14;Residencia;Comisaría 14 - poblado;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-22 10:00:00;1.0;6.29099700000;-75.59092000000;Mujer;37;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Bachillerato;0;reincidencia violencia intrafamiliar;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Aures No.2;#0712;7;Residencia;Comisaría 7 - comuna siete;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-22 15:00:00;1.0;6.24960800000;-75.55613400000;Mujer;58;Divorciado(a);Sin dato;Sin dato;Sin dato;Comerciante;Sin dato;Sin dato;Sin dato;Primaria;1;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Boston;#1016;10;Residencia;Comisaría 10 - centro;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-22 20:00:00;1.0;6.28513200000;-75.63178100000;Mujer;41;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Empleada doméstica;Sin dato;Sin dato;Sin dato;Primaria;1;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Pedregal Alto;#6013;60;Residencia;Comisaría san cristobal;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-23 14:00:00;1.0;6.20703900000;-75.58465400000;Mujer;80;Viudo(a);Sin dato;Sin dato;Sin dato;Pensionado/jubilado;Sin dato;Sin dato;Sin dato;Bachillerato;1;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Cristo Rey;#1509;15;Residencia;Comisaría 15 - guayabal;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-23 14:00:00;1.0;6.20703900000;-75.58465400000;Mujer;80;Viudo(a);Sin dato;Sin dato;Sin dato;Pensionado/jubilado;Sin dato;Sin dato;Sin dato;Bachillerato;1;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Cristo Rey;#1509;15;Residencia;Comisaría 15 - guayabal;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-26 21:00:00;1.0;NaN;NaN;Mujer;23;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Estudiante;Sin dato;Sin dato;Sin dato;Bachillerato;1;reincidencia violencia intrafamiliar;Maltrato;Sin dato;Sin dato;Arma cortopunzante;Sin dato;Sin dato;Sin dato 60 San Cristobal;SIN DATO 60 SAN CRISTOBAL;60;Residencia;Comisaría san cristobal;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-26 14:00:00;1.0;6.23547700000;-75.54043000000;Mujer;50;Divorciado(a);Sin dato;Sin dato;Sin dato;Operario;Sin dato;Sin dato;Sin dato;Primaria;1;reincidencia violencia intrafamiliar;Maltrato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Villatina;#0813;8;Residencia;Permanencia 1 el bosque;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-26 15:00:00;1.0;6.23852300000;-75.60863500000;Mujer;50;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Vendedor ambulante;Sin dato;Sin dato;Sin dato;Primaria;1;reincidencia violencia intrafamiliar;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;La Castellana;#1110;11;Residencia;Comisaría 3 - manrique;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-26 00:00:00;1.0;6.26761400000;-75.60379600000;Hombre;37;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Ingeniero;Sin dato;Sin dato;Sin dato;Universitario;0;reincidencia violencia intrafamiliar;Física;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Calasania Parte Alta;#1213;12;Residencia;Comisaría 12 - santa mónica;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-27 21:00:00;1.0;NaN;NaN;Mujer;47;Divorciado(a);Sin dato;Sin dato;Sin dato;Sastre/confeccionista/modista;Sin dato;Sin dato;Sin dato;Bachillerato;0;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;La Mota;#1608;16;Residencia;Permanencia 3 belen;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-27 00:00:00;1.0;NaN;NaN;Mujer;43;Soltero(a);Sin dato;Sin dato;Sin dato;Empleada doméstica;Sin dato;Sin dato;Sin dato;Bachillerato;1;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato 60 San Cristobal;SIN DATO 60 SAN CRISTOBAL;60;Residencia;Comisaría san cristobal;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-27 09:00:00;1.0;6.19743200000;-75.59271200000;Mujer;81;Casado(a);Sin dato;Sin dato;Sin dato;Ama de casa;Sin dato;Sin dato;Sin dato;Primaria;0;reincidencia violencia intrafamiliar;Maltrato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;La Colina;#1511;15;Residencia;Comisaría 15 - guayabal;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-27 21:00:00;1.0;6.30076500000;-75.54807900000;Mujer;27;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Estudiante;Sin dato;Sin dato;Sin dato;Bachillerato;0;reincidencia violencia intrafamiliar;Daño psicológico;Sin dato;Sin dato;Arma cortopunzante;Sin dato;Sin dato;Popular;#0103;1;Residencia;Inspección 7b - robledo el diamante;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
2015-03-28 22:00:00;1.0;NaN;NaN;Mujer;48;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Empleada doméstica;Sin dato;Sin dato;Sin dato;Bachillerato;1;reincidencia violencia intrafamiliar;Maltrato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Residencia;Permanencia 3 belen;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato
